mfr,product_url,image_link,overview,length,width,height,capacity,diameter,features,edge_style,color,shape,material
11320524,https://www.webstaurantstore.com/steelite-performance-craft-14-5-oz-green-freestyle-bowl-case/57611310524.html,https://cdnimg.webstaurantstore.com/images/products/large/828089/3071094.jpg,"Ideal for serving soups, salads, or small side dishes | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",7 Inches,5 1/2 Inches,3 1/2 Inches,14.5 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, Green",Unique,China
11320565,https://www.webstaurantstore.com/steelite-performance-craft-11-3-4-green-coupe-plate-case/57611310565.html,https://cdnimg.webstaurantstore.com/images/products/large/828109/3071114.jpg,"Ideal for serving large dinner entrees or hearty salads | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,,,11 3/4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, Green",Round,China
1131C362,https://www.webstaurantstore.com/bigelow-vanilla-chai-tea-bags-box/11010362.html,https://cdnimg.webstaurantstore.com/images/products/large/542952/2245239.jpg,"All-natural, gluten-free tea | Mingling aroma of sweet vanilla and warm, exotic spices | 28 individual foil-wrapped tea bags per box | Use these tea bags to create smooth hot teas or refreshing iced teas | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher, Non-GMO",,,,
11320614,https://www.webstaurantstore.com/g/24662/port-company-lpc54ls-women-s-customizable-dark-heather-gray-long-sleeve-t-shirt-cotton-poly-blend/,https://cdnimg.webstaurantstore.com/images/products/large/817660/2758983.jpg,"Great for staff uniforms or merchandising | Economical choice for any business | Made from a comfortable, breathable 50% cotton / 50% polyester blend | Contoured body and side seams for a feminine fit | Removable tag provides additional comfort",Long Sleeve,,,,,"Available in Men’s & Women’s, Machine Washable, Removable Tag",,Gray,,Cotton / Poly Blend
11330191,https://www.webstaurantstore.com/main-street-equipment-54112133011-detergent-pump-for-htuc-htgw-and-htdt-series/54112133011.html,https://cdnimg.webstaurantstore.com/images/products/large/729512/2548042.jpg,Direct replacement for original part | Fits select equipment from MainStreet Equipment and Noble Warewashing | Helps keep your dishwasher operating correctly,,,,,,,,,,
11330319,https://www.webstaurantstore.com/steelite-performance-simplicity-12-5-oz-oval-eared-dish-case/57611010319.html,https://cdnimg.webstaurantstore.com/images/products/large/840044/2854080.jpg,"Ideal for serving side dishes, baked gratins, or individual casseroles | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",9 1/2 Inches,5 1/2 Inches,1 7/8 Inches,12.5 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Oval,China
11330326,https://www.webstaurantstore.com/steelite-performance-simplicity-1-5-qt-oval-sole-dish-case/57611010326.html,https://cdnimg.webstaurantstore.com/images/products/large/839934/2854049.jpg,"Ideal for serving baked casseroles, roasted vegetables, or family-style seafood dishes | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",11 Inches,7 1/2 Inches,2 1/8 Inches,1.5 qt.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Oval,China
11330327,https://www.webstaurantstore.com/steelite-performance-craft-19-oz-green-oval-sole-dish-case/57611310327.html,https://cdnimg.webstaurantstore.com/images/products/large/828103/2802515.jpg,"Ideal for serving seafood entrees, specialty dishes, or shared side dishes | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",8 1/2 Inches,5 1/2 Inches,1 5/8 Inches,19 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, Green",Oval,China
1132B828,https://www.webstaurantstore.com/steelite-performance-craft-15-oz-green-soup-bowl-base-case/5761131B828.html,https://cdnimg.webstaurantstore.com/images/products/large/828075/3071038.jpg,"Ideal for serving soups, broths, or stews | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Oven safe up to 530 degrees Fahrenheit",6 1/2 Inches,4 7/8 Inches,3 Inches,15 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, Green",Oval,China
11330331,https://www.webstaurantstore.com/steelite-performance-craft-4-qt-green-oblong-roaster-case/57611310331.html,https://cdnimg.webstaurantstore.com/images/products/large/828228/2799284.jpg,"Ideal for serving baked casseroles, specialty dishes, or roasted vegetables | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",14 Inches,12 Inches,2 1/8 Inches,4 qt.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Natural","Brown, Green",Rectangle,China
11330545,https://www.webstaurantstore.com/steelite-performance-craft-2-qt-green-coupe-bowl-case/57611310545.html,https://cdnimg.webstaurantstore.com/images/products/large/828118/3071101.jpg,"Ideal for serving family-style salads or pasta dishes | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,2 Inches,2 qt.,11 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, Green",Round,China
11330552,https://www.webstaurantstore.com/steelite-performance-craft-14-1-2-x-6-1-2-green-rectangular-tray-case/57611310552.html,https://cdnimg.webstaurantstore.com/images/products/large/828130/3071104.jpg,"Ideal for serving appetizers, desserts, or sharing platters | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",14 1/2 Inches,6 1/2 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, Green",Rectangle,China
11330571,https://www.webstaurantstore.com/steelite-performance-craft-4-oz-green-coupe-bowl-case/57611310571.html,https://cdnimg.webstaurantstore.com/images/products/large/828168/3071216.jpg,"Ideal for serving sauces, dips, or condiments | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,1 Inch,4 oz.,5 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, Green",Round,China
11330575,https://www.webstaurantstore.com/steelite-performance-craft-1-75-oz-green-taster-dip-bowl-case/57611310575.html,https://cdnimg.webstaurantstore.com/images/products/large/828194/3071122.jpg,"Ideal for serving sauces, dips, or small sides | Earthy green hue with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,1 1/4 Inches,1.75 oz.,2 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",,"Brown, Green",Round,China
11340541,https://www.webstaurantstore.com/steelite-performance-taste-1-25-qt-white-tulip-bowl-case/57611070541.html,https://cdnimg.webstaurantstore.com/images/products/large/839777/2854240.jpg,"Perfect for serving large salads, family-style side dishes, or shared appetizers | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,3 1/4 Inches,1.25 qt.,7 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11400126,https://www.webstaurantstore.com/regal-green-bell-pepper-granules-10-oz/10200126.html,https://cdnimg.webstaurantstore.com/images/products/large/570554/2134779.jpg,"Adds a vibrant color and bright, mild, and slightly bitter flavor to meals | Creates flavor in stir frys, pastas, stews, soups, hearty chilies, salsas and salads | Can rehydrate in boiling water for 3-5 minutes, warm water for 30 minutes, or in cold for 1-2 hours | Dehydrated to maintain a longer shelf life | Store in a cool, dry place",,,,,,"Made in America, Vegan, Vegetarian",,,,
11400429,https://www.webstaurantstore.com/cambro-1100429-11-round-key-lime-customizable-fiberglass-camtray-case/2141100429.html,https://cdnimg.webstaurantstore.com/images/products/large/99290/192864.jpg,Dries faster and more completely than plastic trays | Great for pizza and beverage service,,,,,11 Inches,"Customizable, Dishwasher Safe, Made in America, NSF Certified",,"Green, Black, Olive Green",Round,Fiberglass
11400583,https://www.webstaurantstore.com/g/21501/port-authority-l100-women-s-customizable-deep-forest-green-short-sleeve-pique-polo-shirt-cotton-poly-blend/,https://cdnimg.webstaurantstore.com/images/products/large/817384/2759104.jpg,"Economical choice for keeping staff uniformed and professional | Made from a durable, breathable 60/40 cotton-polyester pique | Flat knit collar and cuffs provide a polished, classic look | Includes side vents for ease of movement | Features a 4-button placket with dyed-to-match buttons",Short Sleeve,,,,,"Customizable, Machine Washable",,Green,,"Plastic, Cotton / Poly Blend"
11540165,https://www.webstaurantstore.com/steelite-performance-craft-4-5-8-white-double-well-saucer-case/57611550165.html,https://cdnimg.webstaurantstore.com/images/products/large/821962/2790531.jpg,"Ideal for serving coffee, tea, or other hot beverages | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,,,4 5/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, White",Round,China
11540190,https://www.webstaurantstore.com/steelite-performance-craft-3-oz-white-low-cup-case/57611550190.html,https://cdnimg.webstaurantstore.com/images/products/large/822260/2790524.jpg,"Ideal for serving espresso or other small, hot beverages | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",3 1/2 Inches,,1 3/4 Inches,3 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, White",Round,China
11540225,https://www.webstaurantstore.com/steelite-performance-craft-6-1-2-white-slimline-double-well-saucer-case/57611550225.html,https://cdnimg.webstaurantstore.com/images/products/large/822204/2790537.jpg,"Ideal for serving coffee, tea, or other hot beverages | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,,,6 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, White",Round,China
11540372,https://www.webstaurantstore.com/steelite-performance-craft-12-oz-white-nouveau-bowl-case/57611550372.html,https://cdnimg.webstaurantstore.com/images/products/large/822030/2790504.jpg,"Ideal for serving salads, soups, or pasta dishes | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,2 Inches,12 oz.,10 5/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Wide Rim","Brown, White",Round,China
11540521,https://www.webstaurantstore.com/steelite-performance-craft-10-x-8-1-8-white-freestyle-plate-case/57611550521.html,https://cdnimg.webstaurantstore.com/images/products/large/822430/2790641.jpg,"Ideal for serving large dinner entrees or hearty salads | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",10 Inches,8 1/8 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Natural","Brown, White",Unique,China
11540522,https://www.webstaurantstore.com/steelite-performance-craft-6-x-5-1-4-white-freestyle-plate-case/57611550522.html,https://cdnimg.webstaurantstore.com/images/products/large/822468/2790642.jpg,"Ideal for serving small salads, desserts, or bread and butter | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",6 Inches,5 1/4 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Natural","Brown, White",Unique,China
11540523,https://www.webstaurantstore.com/steelite-performance-craft-32-oz-white-freestyle-bowl-case/57611550523.html,https://cdnimg.webstaurantstore.com/images/products/large/822516/2790616.jpg,"Ideal for serving large salads, soups, or pasta dishes | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",11 Inches,9 1/2 Inches,,32 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Natural","Brown, White",Unique,China
11540524,https://www.webstaurantstore.com/steelite-performance-craft-14-5-oz-white-freestyle-bowl-case/57611550524.html,https://cdnimg.webstaurantstore.com/images/products/large/822419/2790503.jpg,"Ideal for serving soups, salads, or small side dishes | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",7 Inches,5 1/2 Inches,3 1/2 Inches,14.5 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, White",Unique,China
11540550,https://www.webstaurantstore.com/steelite-performance-craft-10-5-8-x-6-1-2-white-rectangular-tray-case/57611550550.html,https://cdnimg.webstaurantstore.com/images/products/large/822183/2790898.jpg,"Ideal for serving appetizers, desserts, or sharing platters | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",10 5/8 Inches,6 1/2 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Colored Rim,"Brown, White",Rectangle,China
11540567,https://www.webstaurantstore.com/steelite-performance-craft-8-white-coupe-plate-case/57611550567.html,https://cdnimg.webstaurantstore.com/images/products/large/822453/2790655.jpg,"Ideal for serving lunch entrees or salads | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,,,8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, White",Round,China
11540569,https://www.webstaurantstore.com/steelite-performance-craft-1-375-qt-white-coupe-bowl-case/57611550569.html,https://cdnimg.webstaurantstore.com/images/products/large/822314/2790646.jpg,"Ideal for serving hearty salads or pasta dishes | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,1 3/4 Inches,1.375 qt.,10 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, White",Round,China
11540570,https://www.webstaurantstore.com/steelite-performance-craft-27-oz-white-coupe-bowl-case/57611550570.html,https://cdnimg.webstaurantstore.com/images/products/large/822051/2790647.jpg,"Ideal for serving pasta, salads, or hearty sides | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,1 1/2 Inches,27 oz.,8 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, White",Round,China
11550317,https://www.webstaurantstore.com/steelite-performance-craft-7-oz-white-stack-cup-case/57611550217.html,https://cdnimg.webstaurantstore.com/images/products/large/822155/2790535.jpg,"Ideal for serving coffee, tea, or other hot beverages | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",4 3/8 Inches,,2 1/2 Inches,7 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Stackable",Colored Rim,"Brown, White",Round,China
11550326,https://www.webstaurantstore.com/steelite-performance-craft-19-oz-white-round-eared-dish-case/57611550316.html,https://cdnimg.webstaurantstore.com/images/products/large/822219/2790631.jpg,"Ideal for serving side dishes, baked appetizers, or small entrees | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",7 1/2 Inches,,1 7/8 Inches,19 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,"Brown, White",Round,China
11550327,https://www.webstaurantstore.com/steelite-performance-craft-27-5-oz-white-oval-eared-dish-case/57611550320.html,https://cdnimg.webstaurantstore.com/images/products/large/822552/2790634.jpg,"Ideal for serving large appetizers, shared side dishes, or desserts | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",12 Inches,6 1/2 Inches,2 1/2 Inches,27.5 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,"Brown, White",Oval,China
11550329,https://www.webstaurantstore.com/steelite-performance-craft-12-5-oz-white-oval-eared-dish-case/57611550319.html,https://cdnimg.webstaurantstore.com/images/products/large/822353/2790633.jpg,"Ideal for serving appetizers, side dishes, or desserts | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",9 1/2 Inches,5 1/2 Inches,1 7/8 Inches,12.5 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,"Brown, White",Oval,China
11550331,https://www.webstaurantstore.com/steelite-performance-simplicity-4-qt-oblong-roaster-case/57611010331.html,https://cdnimg.webstaurantstore.com/images/products/large/839842/2854055.jpg,"Ideal for serving roasted poultry, baked casseroles, or large family-style entrees | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",14 Inches,12 Inches,,4 qt.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Rectangle,China
11550541,https://www.webstaurantstore.com/steelite-performance-craft-14-5-8-x-9-5-8-white-freestyle-plate-case/57611550501.html,https://cdnimg.webstaurantstore.com/images/products/large/822292/2790612.jpg,"Ideal for serving large meat and seafood entrees | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",14 5/8 Inches,9 5/8 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Natural","Brown, White",Unique,China
11550866,https://www.webstaurantstore.com/steelite-performance-craft-10-white-coupe-plate-case/57611550566.html,https://cdnimg.webstaurantstore.com/images/products/large/822103/2790654.jpg,"Ideal for serving large dinner entrees or hearty salads | Rustic design with a bold brown rim and unique speckled pattern | Durable alumina vitrified construction ensures long-lasting performance | Adds a warm, artisanal touch to any tabletop setting | Perfect for casual bistros, upscale cafes, or contemporary restaurants",,,,,10 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable","Colored Rim, Coupe","Brown, White",Round,China
12010543,https://www.webstaurantstore.com/bigelow-cinnamon-stick-tea-box/11010343.html,https://cdnimg.webstaurantstore.com/images/products/large/52293/2252475.jpg,"All-natural, gluten-free | Robust blend of black tea and cinnamon with a delightful aroma | 28 individually, foil wrapped tea bags per box | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher",,,,
12010544,https://www.webstaurantstore.com/bigelow-perfectly-mint-tea-bags-box/11010344.html,https://cdnimg.webstaurantstore.com/images/products/large/36762/2205982.jpg,"All-natural, gluten-free | Robust blend of black tea and spearmint with a smooth finish | 28 individually, foil wrapped tea bags per box | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher",,,,
12010545,https://www.webstaurantstore.com/cornelius-111776000-pump/HP111776000.html,https://cdnimg.webstaurantstore.com/images/products/large/349123/1285020.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
12010553,https://www.webstaurantstore.com/main-street-equipment-54112019550-78mm-turbine-for-htuc-60hz/54112019550.html,https://cdnimg.webstaurantstore.com/images/products/large/692101/2468240.jpg,Direct replacement for original part | For use with HTUC dishwashers | Helps keep your dishwasher operating correctly,,,,,,,,,,
12010556,https://www.webstaurantstore.com/fagor-commercial-q307048000-o-ring/HPQ307048000.html,https://cdnimg.webstaurantstore.com/images/products/large/270993/1166709.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
12010565,https://www.webstaurantstore.com/fagor-commercial-q307051000-o-ring-36-17x41-41x2-6/HPQ307051000.html,https://cdnimg.webstaurantstore.com/images/products/large/262227/1151383.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
12010566,https://www.webstaurantstore.com/regal-bulk-oregano-20-lb/10201056.html,https://cdnimg.webstaurantstore.com/images/products/large/14390/1840505.jpg,"Bulk size for high volume users | Popular on pizzas, pastas, and sandwiches | Great value, multi-purpose ingredient",,,,,,"Vegan, Vegetarian",,,,
12010595,https://www.webstaurantstore.com/regal-bulk-fancy-paprika-25-lb/10201059.html,https://cdnimg.webstaurantstore.com/images/products/large/38037/2114769.jpg,"Bulk size for high volume users | Adds color and spice to dishes | Great value, multi-purpose ingredient",,,,,,"All Natural, Vegan, Vegetarian",,,,
12020543,https://www.webstaurantstore.com/amana-commercial-microwaves-12002453-kit-handle-w-screws/HP12002453.html,https://cdnimg.webstaurantstore.com/images/products/large/357973/3039178.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
12020556,https://www.webstaurantstore.com/steelite-performance-taste-13-x-7-1-2-white-rectangle-tray-case/57611070556.html,https://cdnimg.webstaurantstore.com/images/products/large/840020/2852756.jpg,"Perfect for serving appetizers, small entrees, or shareable side dishes | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",13 Inches,7 1/2 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Rectangle,China
12020566,https://www.webstaurantstore.com/main-street-equipment-54112023666-drain-hose-for-htuc-htgw-and-htdt-series/54112023666.html,https://cdnimg.webstaurantstore.com/images/products/large/729503/2548131.jpg,Direct replacement for original part | Fits select equipment from MainStreet Equipment and Noble Warewashing | Helps keep your dishwasher operating correctly,,,,,,,,,,
12020569,https://www.webstaurantstore.com/noble-warewashing-49512025069-16-x-16-flat-rack-for-htgw-dishwashers/49512025069.html,https://cdnimg.webstaurantstore.com/images/products/large/693388/3030579.jpg,Direct replacement for original part | For use with HTGW dishwashers | Helps keep your dishwasher operating correctly,16 Inches,16 Inches,,,,,,Gray,,Plastic
12020595,https://www.webstaurantstore.com/steelite-performance-taste-5-oz-white-essence-bowl-case/57611070595.html,https://cdnimg.webstaurantstore.com/images/products/large/839956/2854426.jpg,"Perfect for serving sauces, dips, or small sides | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,1 5/8 Inches,5 oz.,4 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
12020596,https://www.webstaurantstore.com/regal-fine-grain-pink-himalayan-salt-1-lb/10207596.html,https://cdnimg.webstaurantstore.com/images/products/large/521780/1960808.jpg,"Hand-harvested from the Khewra Salt Mine using time-honored methods | Unrefined, unprocessed, and does not contain any additives or anti-caking agents | Contains 84 natural trace elements and minerals | Delivers a pure, clean taste and mild salt flavor; ideal for cooking and finishing applications | Versatile fine grain can be used as a healthier replacement to table salt",,,,,,"Uniodized, Vegan, Vegetarian",,,,
12020598,https://www.webstaurantstore.com/noble-warewashing-49512090518-safety-thermostat-for-htgw/49512090518.html,https://cdnimg.webstaurantstore.com/images/products/large/692038/2466754.jpg,Direct replacement for original part | For use with HTGW dishwashers | Helps keep your dishwasher operating correctly,,,,,,,,,,
1201X0042,https://www.webstaurantstore.com/steelite-performance-blue-dapple-6-saucer-case/5761710X0042.html,https://cdnimg.webstaurantstore.com/images/products/large/840090/2852940.jpg,"Ideal for use under coffee or tea cups | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Oven safe up to 530 degrees Fahrenheit | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,,,6 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Colored Rim,"Blue, White",Round,China
1201X0043,https://www.webstaurantstore.com/steelite-performance-blue-dapple-5-saucer-case/5761710X0043.html,https://cdnimg.webstaurantstore.com/images/products/large/839823/2852942.jpg,"Ideal for use under coffee or tea cups | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Oven safe up to 530 degrees Fahrenheit | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,,,5 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Colored Rim,"Blue, White",Round,China
12030543,https://www.webstaurantstore.com/choice-3-7-8-x-2-1-2-x-11-5-8-pint-size-unprinted-foil-bag-case/15003543.html,https://cdnimg.webstaurantstore.com/images/products/large/188404/2415119.jpg,"Perfect for hot or cold to-go orders | Unprinted white color | Non-vented design provides heat, cold, and moisture retention | Foil interior keeps product warm without getting soggy | Great for concession stands and BBQ restaurants",,"3 7/8 Inches, 2 1/2 Inches, 3 7/8 Inches, 2 1/2 Inches","11 Inches, 11 Inches","1 pt., 1 pt.",,"Grease-Resistant, Insulated, Kosher, No PFAS Added",,White,,"Foil, Foil Paper"
12030570,https://www.webstaurantstore.com/steelite-performance-taste-27-oz-white-coupe-bowl-case/57611070570.html,https://cdnimg.webstaurantstore.com/images/products/large/839949/2854415.jpg,"Perfect for serving salads, pasta dishes, or hearty sides | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,1 1/2 Inches,27 oz.,8 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Round,China
