mfr,product_url,image_link,overview,length,width,height,capacity,diameter,features,edge_style,color,shape,material
11010119,https://www.webstaurantstore.com/steelite-performance-simplicity-15-5-oz-atlanta-rim-soup-plate-case/57611010114.html,https://cdnimg.webstaurantstore.com/images/products/large/840076/2854029.jpg,"Ideal for serving soups, stews, or pasta dishes | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,1 1/4 Inches,15.5 oz.,9 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Wide Rim,White,Round,China
11010242,https://www.webstaurantstore.com/steelite-performance-simplicity-12-x-9-3-8-oval-coupe-platter-case/57611010142.html,https://cdnimg.webstaurantstore.com/images/products/large/840061/2854076.jpg,"Ideal for serving appetizers, desserts, or sharing boards | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",12 Inches,9 3/8 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oval,China
11010367,https://www.webstaurantstore.com/bigelow-green-tea-with-pomegranate-box/11010363.html,https://cdnimg.webstaurantstore.com/images/products/large/48344/2245354.jpg,"All-natural, gluten-free | Alluring blend of green tea an sweet pomegranate flavors, creating a fruity, floral aroma | 28 individually, foil wrapped tea bags per box | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher",,,,
11010399,https://www.webstaurantstore.com/bigelow-i-love-lemon-herbal-tea-bags-case/11010399CS.html,https://cdnimg.webstaurantstore.com/images/products/large/847184/2902585.jpg,"All-natural, gluten-free | Flavorful herbal tea blended with lemon and hints of rosehips and peppermint leaves | 6 boxes of 28 individually, foil wrapped tea bags each | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher",,,,
11010401,https://www.webstaurantstore.com/bigelow-cozy-chamomile-herbal-tea-bags-case/11010401CS.html,https://cdnimg.webstaurantstore.com/images/products/large/848388/2902574.jpg,"All-natural, gluten-free | Made with the whole chamomile flower, creating a sweeter, more flavorful taste | 6 boxes of 28 individually, foil wrapped tea bags each | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher",,,,
11010404,https://www.webstaurantstore.com/bigelow-cranberry-apple-herb-tea-box/11010400.html,https://cdnimg.webstaurantstore.com/images/products/large/28397/2245350.jpg,"Crispy blend of apples, cranberry and hibiscus, creating delightful pairing of sweet and subtly tart | 28 individually, foil wrapped tea bags per box | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants | All-natural and gluten-free",,,,,,"Gluten-Free, Kosher",,,,
11010465,https://www.webstaurantstore.com/steelite-performance-simplicity-4-5-8-double-well-saucer-case/57611010165.html,https://cdnimg.webstaurantstore.com/images/products/large/839929/2854035.jpg,"Ideal for use when serving coffee or tea | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,,,4 5/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Round,China
11010494,https://www.webstaurantstore.com/steelite-performance-simplicity-3-oz-quench-mug-case/57611010594.html,https://cdnimg.webstaurantstore.com/images/products/large/840013/2854389.jpg,"Ideal for serving espresso or other small, hot beverages | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",3 1/8 Inches,,2 7/8 Inches,3 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11010527,https://www.webstaurantstore.com/steelite-performance-simplicity-19-oz-oval-sole-dish-case/57611010327.html,https://cdnimg.webstaurantstore.com/images/products/large/839980/2854050.jpg,"Ideal for serving grilled seafood, hearty sides, or shared appetizers | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",8 1/2 Inches,5 1/2 Inches,1 5/8 Inches,19 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Oval,China
11010810,https://www.webstaurantstore.com/steelite-performance-simplicity-10-slimline-plate-case/57611010210.html,https://cdnimg.webstaurantstore.com/images/products/large/839935/2854068.jpg,"Ideal for serving large dinner entrees or hearty salads | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,,,10 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Wide Rim,White,Round,China
11010811,https://www.webstaurantstore.com/steelite-performance-simplicity-9-slimline-plate-case/57611010211.html,https://cdnimg.webstaurantstore.com/images/products/large/839779/2854069.jpg,"Ideal for serving lunch entrees, salads, or shared appetizers | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,,,9 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Wide Rim,White,Round,China
11010812,https://www.webstaurantstore.com/steelite-performance-simplicity-16-oz-unhandled-combi-cup-case/57611010182.html,https://cdnimg.webstaurantstore.com/images/products/large/839883/2854036.jpg,"Ideal for serving soups, stews, or hot beverages | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,3 1/4 Inches,16 oz.,4 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11010813,https://www.webstaurantstore.com/steelite-performance-simplicity-12-oz-atlantic-mug-case/57611010183.html,https://cdnimg.webstaurantstore.com/images/products/large/839904/2854037.jpg,"Ideal for serving coffee, tea, or specialty drinks | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",4 5/8 Inches,,3 5/8 Inches,12 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11010816,https://www.webstaurantstore.com/steelite-performance-simplicity-18-oz-coupe-soup-bowl-case/57611010116.html,https://cdnimg.webstaurantstore.com/images/products/large/839932/2852674.jpg,"Ideal for serving soups, stews, or chowders | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,1 3/8 Inches,18 oz.,7 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Round,China
11070542,https://www.webstaurantstore.com/steelite-performance-taste-18-75-oz-white-tulip-bowl-case/57611070540.html,https://cdnimg.webstaurantstore.com/images/products/large/839762/2854243.jpg,"Perfect for serving soups, pasta dishes, or hearty salads | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,2 3/4 Inches,18.75 oz.,5 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11070558,https://www.webstaurantstore.com/steelite-performance-taste-2-25-oz-white-tulip-bowl-case/57611070538.html,https://cdnimg.webstaurantstore.com/images/products/large/840070/2854251.jpg,"Perfect for serving sauces, dips, or small condiments | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,1 1/4 Inches,2.25 oz.,2 3/4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11070563,https://www.webstaurantstore.com/bigelow-tea-chest-with-assorted-teas/11010563.html,https://cdnimg.webstaurantstore.com/images/products/large/67319/2250715.jpg,"Holds approximately 64 tea bags total | 64 assorted tea flavors are included | Great for restaurants, coffee shops, cafes and hotels | Sleek wood finish for front of house display | Displays 8 different types of tea at a time, giving customers a variety of options",,14 Inches,3 1/2 Inches,,,,,Brown,,Wood
11070584,https://www.webstaurantstore.com/steelite-performance-taste-1-qt-white-bowl-case/57611070484.html,https://cdnimg.webstaurantstore.com/images/products/large/840055/2854244.jpg,"Perfect for serving family-style salads, shared pasta dishes, or hearty entrees | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,2 3/4 Inches,1 qt.,7 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11200217,https://www.webstaurantstore.com/regal-stevia-sweetener-1-lb-case/10200217.html,https://cdnimg.webstaurantstore.com/images/products/large/853523/2943575.jpg,"All-natural, zero calorie sweetener made from erythritol and stevia extract | Great alternative to artificial sweeteners and sugar | Sweetens beverages, cereals, and fresh fruit | Erythritol provides sugar-like taste without affecting glucose or insulin levels | Comparable to Truvia",,,,,,,,White,,
11200575,https://www.webstaurantstore.com/regal-bulk-fine-black-pepper-25-lb/10200505.html,https://cdnimg.webstaurantstore.com/images/products/large/481686/1823608.jpg,"Ultra-fine 40 mesh grind | Great for use in cooking when lower visibility of flakes is desired | Dark color and with sharp, piney flavor | Culinary must-have in every kitchen | Bulk size for high volume users",,,,,,"Vegan, Vegetarian",,,,
11200577,https://www.webstaurantstore.com/regal-canadian-chicken-seasoning-7-oz/10200377.html,https://cdnimg.webstaurantstore.com/images/products/large/612833/2210917.jpg,"Versatile blend of herbs including garlic, sea salt, onion, and black pepper | Ideal sprinkled on signature dishes or included in a marinade or dressing | Perfect for seasoning poultry, fish, seafood, pasta, and vegetables | Convenient blend reduces the number of individual spices needed | Store in a cool, dry place",,,,,,"Made in America, Vegan, Vegetarian",,,,
11200579,https://www.webstaurantstore.com/main-street-equipment-54111000079-detergent-assembly-dispenser-pipe-for-htuc-and-htdt-series-dishwashers/54111000079.html,https://cdnimg.webstaurantstore.com/images/products/large/729348/2545689.jpg,Direct replacement for original part | Fits select equipment from MainStreet Equipment and Noble Warewashing | Helps keep your dishwasher operating correctly,,,,,,,,,,
11200580,https://www.webstaurantstore.com/glastender-11000080-condenser-coil/HP11000080.html,https://cdnimg.webstaurantstore.com/images/products/large/251725/1151610.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
11200581,https://www.webstaurantstore.com/regal-coarse-grind-black-pepper-5-lb/10200481.html,https://cdnimg.webstaurantstore.com/images/products/large/25399/1823916.jpg,"Coarse ground consistency | Great for cooking or garnishing dishes | Dark color and strong flavor | Great value, multi-purpose ingredient | Coarse 18 mesh grind",,,,,,"Vegan, Vegetarian",,,,
11200582,https://www.webstaurantstore.com/regal-bulk-coarse-black-pepper-25-lb/10200482.html,https://cdnimg.webstaurantstore.com/images/products/large/481511/1823912.jpg,"Coarse ground consistency | Great for salad dressings and seasoning proteins before cooking | Dark color and with sharp, piney flavor | Coarse 18 mesh grind | Bulk size for high volume users",,,,,,"Vegan, Vegetarian",,,,
11200583,https://www.webstaurantstore.com/fancy-variety-rice-40-lb/11200033.html,https://cdnimg.webstaurantstore.com/images/products/large/640537/2244906.jpg,Staple ingredient in many global cuisines | Grown in the fertile valleys of California with a combination of traditional and modern techniques | Short grain rice holds flavor and has a sticky texture | Flavorful rice is perfect for creating authentic Asian dishes | Bulk 40 lb. supply is perfect for high-volume establishments,,,,,,"Gluten-Free, Made in America, Non-GMO",,,,
11200584,https://www.webstaurantstore.com/regal-fine-black-pepper-5-lb/10200504.html,https://cdnimg.webstaurantstore.com/images/products/large/37193/1823918.jpg,"Ultra-fine 40 mesh grind | Great for cooking | Dark color and strong flavor | Great value, multi-purpose ingredient",,,,,,"Vegan, Vegetarian",,,,
11200586,https://www.webstaurantstore.com/rice-stick-noodles-16-oz-case/11208586.html,https://cdnimg.webstaurantstore.com/images/products/large/640533/2252453.jpg,"Long, flat noodles with firm, bouncy texture | Dried noodles save time and labor cost and ensure a consistent product | Flat shape boils quicker for a fast-cooking noodle option | Great for use in pad Thai, pho, or stir-fry | Individual packages are great for restaurant use or retail sales",,,,,,,,,,
11200587,https://www.webstaurantstore.com/regal-ground-yellow-mustard-4-lb/10200087.html,https://cdnimg.webstaurantstore.com/images/products/large/483018/1836738.jpg,"Sharp, spicy flavor | Can be used as a thickening agent | Commonly used in pickles, sauces, cheese, eggs, and more | Perfect for salad dressings, sauces, rubs, and marinades",,,,,,"Vegan, Vegetarian",,,,
11200597,https://www.webstaurantstore.com/stirrings-bloody-mary-mix-750-ml-case/115STBLDMRY.html,https://cdnimg.webstaurantstore.com/images/products/large/872316/3088322.jpg,"Cocktail mix with rich, savory tomato flavor | Made with real tomato juice, horseradish, and pure cane sugar | Use to craft a Bloody Mary or michelada | Easy way to create high-quality cocktails and mocktails | Each bottle yields approximately 8 prepared drinks",,,,,,"Kosher, Made in America",,,,
11200598,https://www.webstaurantstore.com/black-rice-5-lb-case/11200098.html,https://cdnimg.webstaurantstore.com/images/products/large/640598/2245269.jpg,"Rare black rice is great for Asian and Italian rice dishes; also known as ""emperor's"" rice | Black rice is high in nutrients like amino acids, zinc, carotene, and iron | Made using traditional Korean techniques | Boasts high liquid absorption and a medium-sized grain | Compact 5 lb. bags are convenient for restaurant use and retail establishments",,,,,,"Gluten-Free, Non-GMO, Vegan",,,,
11200599,https://www.webstaurantstore.com/bigelow-oolong-tea-bags-box/11000199.html,https://cdnimg.webstaurantstore.com/images/products/large/542942/1993748.jpg,"All-natural, gluten-free tea | Full bodied and perfectly balanced oolong tea | 20 individual foil-wrapped tea bags per box | Use these tea bags to create smooth hot teas or refreshing iced teas | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher, Non-GMO",,,,
11210158,https://www.webstaurantstore.com/steelite-performance-simplicity-5-3-4-double-well-saucer-case/57611010158.html,https://cdnimg.webstaurantstore.com/images/products/large/839872/2854034.jpg,"Ideal for use when serving coffee or tea | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,,,5 3/4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Round,China
11210225,https://www.webstaurantstore.com/steelite-performance-simplicity-6-1-2-slimline-double-well-saucer-case/57611010225.html,https://cdnimg.webstaurantstore.com/images/products/large/839920/2854061.jpg,"Ideal for use when serving coffee or tea | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,,,6 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Round,China
11210576,https://www.webstaurantstore.com/steelite-performance-taste-10-25-oz-white-taster-bowl-case/57611070576.html,https://cdnimg.webstaurantstore.com/images/products/large/840041/2854253.jpg,"Perfect for serving small entrees, sides, or shared appetizers | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,1 3/4 Inches,10.25 oz.,5 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11210577,https://www.webstaurantstore.com/bigelow-assorted-green-and-black-teas-case/11015577.html,https://cdnimg.webstaurantstore.com/images/products/large/106059/2318733.jpg,"Includes 6 flavors in self-dispensing boxes with 28 tea bags per box; 168 tea bags per case | Provides a flavorful assortment of popular black and green teas | Individually-sealed bags is great for table service | Easy-to-brew and single-use convenience | Great for coffee shops, hotels, restaurants, cafeterias, and cafes",,,,,,Kosher,,,,
11210580,https://www.webstaurantstore.com/gold-medal-ready-to-spread-chocolate-fudge-icing-11-lb-case/725GM11215.html,https://cdnimg.webstaurantstore.com/images/products/large/703426/2460380.jpg,"Rich chocolate fudge icing with a light and airy texture | Convenient, ready-to-spread format — no mixing required | Can be used as-is for frosting or melted for drizzling | Convenient 11 lb. container with resealable lid reduces the risk of contamination and waste | Shelf stable",,,,,,"Kosher, Made in America",,Brown,,
11210586,https://www.webstaurantstore.com/steelite-performance-taste-10-x-9-1-2-white-zest-platter-case/57611070586.html,https://cdnimg.webstaurantstore.com/images/products/large/839954/2854424.jpg,"Perfect for serving appetizers, small entrees, or shareable sides | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",10 Inches,9 1/2 Inches,2 1/8 Inches,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oval,China
11210596,https://www.webstaurantstore.com/bigelow-sweet-dreams-herb-tea-box/11010396.html,https://cdnimg.webstaurantstore.com/images/products/large/55029/2245376.jpg,"All-natural, gluten-free | Soothing herbal tea with a blend of chamomile and hibiscus flowers | 28 individually, foil wrapped tea bags per box | Steep one bag of tea and serve either hot or iced | Great for coffee shops, cafes, hotels and restaurants",,,,,,"Gluten-Free, Kosher",,,,
11210597,https://www.webstaurantstore.com/steelite-performance-simplicity-16-oz-quench-mug-case/57611010590.html,https://cdnimg.webstaurantstore.com/images/products/large/839985/2854383.jpg,"Ideal for serving coffee, tea, or specialty drinks | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",5 Inches,,5 1/8 Inches,16 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11210840,https://www.webstaurantstore.com/steelite-performance-simplicity-10-x-7-7-8-oval-coupe-platter-case/57611010140.html,https://cdnimg.webstaurantstore.com/images/products/large/839917/2854074.jpg,"Ideal for serving appetizers, desserts, or sharing boards | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",10 Inches,7 7/8 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oval,China
11220574,https://www.webstaurantstore.com/steelite-performance-taste-9-oz-white-scoop-bowl-case/57611070574.html,https://cdnimg.webstaurantstore.com/images/products/large/839866/2854265.jpg,"Perfect for serving soups, small salads, or sides | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",6 1/2 Inches,,2 3/8 Inches,9 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Flared,White,"Oblong, Round",China
11220575,https://www.webstaurantstore.com/steelite-performance-taste-1-75-oz-white-taster-dip-dish-case/57611070575.html,https://cdnimg.webstaurantstore.com/images/products/large/839795/2854268.jpg,"Perfect for serving sauces, dips, or condiments | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,1 1/4 Inches,1.75 oz.,2 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11220580,https://www.webstaurantstore.com/steelite-performance-taste-10-x-9-white-spice-plate-case/57611070580.html,https://cdnimg.webstaurantstore.com/images/products/large/839846/2854420.jpg,"Perfect for serving entrees, salads, or shared appetizers | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",10 Inches,9 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oblong,China
11220581,https://www.webstaurantstore.com/steelite-performance-taste-8-x-7-white-spice-plate-case/57611070581.html,https://cdnimg.webstaurantstore.com/images/products/large/839908/2854422.jpg,"Perfect for serving appetizers, desserts, or side dishes | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",8 Inches,7 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oblong,China
11220582,https://www.webstaurantstore.com/steelite-performance-taste-6-x-5-1-8-white-spice-plate-case/57611070582.html,https://cdnimg.webstaurantstore.com/images/products/large/839896/2854423.jpg,"Perfect for serving small appetizers, desserts, or side dishes | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",6 Inches,5 1/8 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oblong,China
11220587,https://www.webstaurantstore.com/steelite-performance-taste-8-x-7-1-2-white-zest-platter-case/57611070587.html,https://cdnimg.webstaurantstore.com/images/products/large/839847/2854425.jpg,"Perfect for serving small appetizers, desserts, or side dishes | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",8 Inches,7 1/2 Inches,1 3/4 Inches,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oval,China
11220596,https://www.webstaurantstore.com/steelite-performance-taste-30-oz-white-essence-bowl-case/57611070596.html,https://cdnimg.webstaurantstore.com/images/products/large/839943/2854427.jpg,"Perfect for serving salads, pasta dishes, or shared appetizers | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,2 1/2 Inches,30 oz.,8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11220597,https://www.webstaurantstore.com/steelite-performance-taste-19-25-oz-white-essence-bowl-case/57611070597.html,https://cdnimg.webstaurantstore.com/images/products/large/840073/2854429.jpg,"Perfect for serving soups, grain bowls, or hearty side dishes | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,2 3/8 Inches,19.25 oz.,6 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11220598,https://www.webstaurantstore.com/steelite-performance-taste-11-5-oz-white-essence-bowl-case/57611070598.html,https://cdnimg.webstaurantstore.com/images/products/large/839879/2854430.jpg,"Perfect for serving side salads, small pasta dishes, or desserts | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",,,1 7/8 Inches,11.5 oz.,5 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11230189,https://www.webstaurantstore.com/steelite-performance-simplicity-8-oz-low-cup-case/57611010189.html,https://cdnimg.webstaurantstore.com/images/products/large/839853/2854040.jpg,"Ideal for serving coffee, tea, or other hot beverages | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",4 3/4 Inches,,2 3/8 Inches,8 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11230577,https://www.webstaurantstore.com/steelite-performance-taste-10-x-5-white-taster-tray-case/57611070577.html,https://cdnimg.webstaurantstore.com/images/products/large/839812/2854257.jpg,"Perfect for serving tasting flights, appetizers, or desserts | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",10 Inches,5 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Rectangle,China
11230585,https://www.webstaurantstore.com/steelite-performance-taste-12-x-10-1-8-white-zest-platter-case/57611070585.html,https://cdnimg.webstaurantstore.com/images/products/large/839875/2854421.jpg,"Perfect for serving shared appetizers, charcuterie boards, or large entrees | Crisp white finish enhances food presentation with a clean look | Durable alumina vitrified china ensures long-lasting performance | Designed for frequent use in high-volume settings | Ideal for bistros, cafes, and modern restaurants",12 Inches,10 1/8 Inches,2 1/8 Inches,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Coupe,White,Oval,China
11230598,https://www.webstaurantstore.com/bigelow-green-tea-variety-tray-pack-box/11030568.html,https://cdnimg.webstaurantstore.com/images/products/large/171970/2603065.jpg,"Each tray of tea contains 8 flavors | Flavorful assortment of green teas; All-natural, gluten-free and Kosher certified | Individually sealed bags great for table service | Each variety pack has 64 tea bags total | Gives customers luxury of variety; Great for coffee shops, hotels, restaurants, cafeterias and cafes",,,,,,"Gluten-Free, Kosher",,,,
11230841,https://www.webstaurantstore.com/steelite-performance-simplicity-3-salt-shaker-case/57611010841.html,https://cdnimg.webstaurantstore.com/images/products/large/839897/2852672.jpg,"Ideal for serving salt, seasonings, or garnishes | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,3 Inches,,2 1/4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11230842,https://www.webstaurantstore.com/steelite-performance-simplicity-3-pepper-shaker-case/57611010842.html,https://cdnimg.webstaurantstore.com/images/products/large/839972/2854261.jpg,"Ideal for serving pepper, seasonings, or garnishes | Clean white color provides a versatile backdrop for food presentation | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,3 Inches,,2 1/4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",,White,Round,China
11280501,https://www.webstaurantstore.com/wine-11-75oz-chardonnay-s-case/5671128001.html,https://cdnimg.webstaurantstore.com/images/products/large/566437/2063143.jpg,"High-tech blown SON.hyx crystal glass offers exceptional break resistance, clarity, and brilliance | Anti-abrasion TITANIUM Reinforced treatment increases stem resistance to breakage by 140% | Exhibits 0 alterations in transparency and brilliance for 4,000+ commercial wash cycles | Innovative, elegant shape designed to enhance aromas while lessening alcoholic element | Ideal for serving white wines, including Chardonnay and Sauvignon Blanc",,,8 11/16 Inches,11.75 oz.,"3 1/8 Inches, 3 3/16 Inches, 2 5/16 Inches","Dishwasher Safe, Lead Free, Sheer Rim",,Clear,Round,Crystal
11280518,https://www.webstaurantstore.com/korean-kal-guksoo-noodles-4-lb-case/11208118.html,https://cdnimg.webstaurantstore.com/images/products/large/640573/2245551.jpg,"Long, flat noodles with firm, bouncy texture | Dried noodles save time and labor cost and ensure a consistent product | Flat shape boils quicker for a fast-cooking noodle option | Great for use in Asian-style pasta, home made soup, or stir-fry | Individual packages are great for restaurant use or retail sales",,,,,,"Non-GMO, Vegan",,,,
