name,item_sku,model_number,manufacturer,image_link,overview,material,color,pattern,length,width,height,volume_capacity,diameter,country_of_origin,upc_barcode,ean_code,hazmat,oversize,marketplace_uom,product_url
Steelite DCI531UW White 10 ounce Baking Dish - 24 / CS,6119669,DCI531UW,6119669,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,008449531024,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/dish-baking-10-oz-6-12-quot;-x-4-7-8-quot;-white-6119669
Nude P64010 Finesse 13-3/4 ounce DOF Glass - 24 / CS,6119950,P64010,6119950,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Turkey,8693357328938,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-dof-13-3-4-oz-nude-finesse-24-cs-6119950
Diversified Ceramics DCI539BI Black 10 ounce Rectangle Dish - 24 / CS,6120149,DCI539BI,6120149,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,"This Black Iron Handled Rectangle Baker is a 10 oz. fully vitrified ceramic dish designed for both style and durability. It features a sleek Black Iron glaze that mimics the look of cast iron while offering the easy maintenance of ceramic. With built-in handles for safe transport and oven and microwave compatibility, it's ideal for serving individual portions in busy kitchens or upscale dining settings.","Ceramic, China",Black,N/A,"7.5 Inches, 7.50 Inches","4.63 Inches, 4.625 Inches",1.75 Inches,10 Ounces,N/A,China,008449539051,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/dish-rectangle-10-oz-w-handles-black-6120149
"Walco WL8012 Art Deco Mirror Finish 5-3/4"" Bouillon Spoon - Dozen",6120302,WL8012,6120302,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,N/A,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/spoon-bouillon-5-3-4-quot;-art-deco-mirror-6120302
"Walco WL8001 Art Deco Mirror Finish 5-7/8"" Teaspoon - Dozen",6120303,WL8001,6120303,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,N/A,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/teaspoon-5-7-8-quot;-art-deco-mirror-finish-6120303
Pasabahce Steelite P42126 18 Oz Pilsner Glass - 24 / CS,6120313,P42126,6120313,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Turkey,8693357117419,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-pilsner-18-oz-pasabahce-draft-6120313
Hall China HL4770BFCA Foundry 8 ounce Soup Crock w/o Lid - 12 / CS,6120315,HL4770BFCA,6120315,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,755442163249,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/crock-soup-8-oz-hall-foundry-w-o-lid-6120315
"Walco WL1805 Bosa Nova 18/0 7-11/16"" Dinner Fork - Dozen",6120331,WL1810,6120331,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,N/A,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/fork-dinner-7-11-16-quot;-18-0-walco-bosa-nva-6120333
Steelite 6214RT008 Maham Saffron 1.75 ounce Bowl - 12 / CS,6120774,6214RT008,6120774,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"This beautiful Bowl from the Maham Studio Spice collection is a 12 oz. round dish that blends artisanal charm with professional-grade durability. Featuring a vibrant saffron yellow reactive glaze interior and a rustic terracotta exterior, each bowl offers a unique, handcrafted look. Made from fully vitrified stoneware, it’s oven-, microwave-, and dishwasher-safe—perfect for serving soups, sides, or desserts in stylish hospitality settings.",Porcelain,Yellow,N/A,3 Inches,3 Inches,1.13 Inches,1.75 Ounces,N/A,China,5018461635032,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/bowl-175-oz-3-quot;dia-maham-studio-saffron-6120774
"Varick 5752SX001 Marina 6.5"" Teaspoon - Dozen",6121178,5752SX001,6121178,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,"This Teaspoon from the Varick Marina collection is a 6.5-inch piece crafted from durable stainless steel, offering both elegance and resilience for everyday use. Its graceful design features a flared handle with subtle brush strokes and a high-quality mirror finish, making it ideal for upscale dining environments. Perfect for serving coffee, tea, or desserts, this heavy-weight teaspoon combines timeless style with commercial-grade performance.","Steel, Stainless Steel",Silver,Marina,6.5 Inches,1.77 Inches,N/A,N/A,N/A,China,5018461687451,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/teaspoon-65-quot;-18-0-varick-marina-6121178
Steelite 670RCR360 Melodia 7 ounce Martini Glass - 12 / CS,6121843,670RCR360,6121843,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Italy,8007815280599,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-martini-7-oz-rcr-crystal-melodia-6121843
"Steelite 5394S079 Laguiole 9"" Steak Knife w/ Horn Handle - 6 / CS",6122402,5394S079,6122402,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,France,3219331311403,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/knife-steak-9-quot;-abs-horn-dubost-laguiole-6122402
"Steelite 6538B434 Sunset Bronze 10.25"" Bowl - 6 / CS",6122403,6538B434,6122403,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Czech Republic,5018461559215,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/bowl-15-qt-1025-quot;d-hurand-sunset-bronze-6122403
Steelite GWSSD30V S/S Oval 1.25 quart Dish - 6 / CS,6122497,GWSSD30V,6122497,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,India,5018461757369,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/dish-125-qt-14-1-4x8-1-4x2-1-4-oval-s-s-6122497
Diversified Ceramics DCI118UW Royal White 12 oz. Coffee Mug - 24 / CS,6122595,DCI118UW,6122595,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,844911802705,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/mug-coffee-12-oz-royal-ultra-white-6122595
"Walco WLID7280 Idol 12"" Serving Tong - 12 / CS",6122612,WLID7280,6122612,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,"These Tongs from the Walco Idol™ collection are expertly crafted from high-quality stainless steel, offering exceptional durability and corrosion resistance. Measuring 12 inches in length, these tongs feature a sleek, ergonomic design with pistol grip finger holds and a hollow handle that dissipates heat—ideal for buffet lines and professional kitchens. Their polished finish adds a touch of elegance while ensuring reliable performance for a variety of culinary tasks.",Steel,Silver,N/A,12 Inches,N/A,N/A,N/A,N/A,China,076771472803,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/tong-serving-12-quot;-walco-idol-18-10-s-s-6122612
"Folio 6211FA005 Mar Azores 11"" x 6.75"" Oval Plate - 12 / CS",6122659,6211FA005,6122659,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"Rustic charm and crafted to perfection, this plate from the Folio Azores collection delivers rustic charm with modern durability. Featuring a hand-applied glaze that creates unique, artisan-style variations, this piece is crafted from porcelain for exceptional strength and resistance to chipping. Perfect for presenting main dishes, salads, or sides, it adds warmth and character to any dining experience.",Porcelain,Blue,N/A,11 Inches,6.75 Inches,N/A,N/A,N/A,Portugal,5018461692288,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/plate-11-quot;-x-675-quot;-oval-folio-azores-mar-6122659
"Folio 6210FA005 Costa Azores 11 x 6.75"" Oval Plate - 12 / CS",6122662,6210FA005,6122662,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Portugal,5018461692202,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/plate-11-quot;x-675-quot;-oval-folio-azores-costa-6122662
"Walco WL09051FST Semi Fieldstone 8-1/4"" Euro Table Fork - Dozen",6122740,WL09051FST,6122740,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,076771951377,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/fork-table-euro-8-1-4-quot;-fieldstone-semi-6122740
Steelite UCT9026 Utopia Barista Red 15 ounce Mug - 36 / CS,6122878,UCT9026,6122878,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,"This Mug from the Utopia Barista collection is a 15 oz. porcelain vessel designed for professional beverage service. It features a vibrant Barista Red finish and a rolled edge with a built-in handle for ergonomic comfort and storage flexibility. Ideal for coffee shops, restaurants, and hotels, this mug combines stylish presentation with durable construction for high-volume use.",Porcelain,Red,N/A,4 Inches,4 Inches,5.25 Inches,15 Ounces,N/A,China,5060020527142,N/A,No,No,36,https://www.wasserstrom.com/restaurant-supplies-equipment/mug-15-oz-utopia-barista-red-6122878
Nude P22365 Vertigo 15-3/4 ounce Water Glass - 6 / CS,6122901,P22365,6122901,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"This Water Glass from the Nude Stem Zero Ion collection is a 15.75 oz. crystalline vessel designed for clarity, balance, and elegance. Featuring a seamless, minimalist silhouette and refined proportions, it enhances the presentation of water, juice, or cocktails in upscale dining settings. Its Ion Shielding technology adds durability without compromising the delicate feel, making it ideal for restaurants, hotels, and catered events.",Crystalline,Clear,Stem Zero Ion,3.625 Inches,3.625 Inches,4.625 Inches,15.75 Ounces,N/A,Turkey,8693357458529,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-water-15-3-4-oz-nude-vertigo-6122901
"Steelite 17850471 Rose Quartz 3"" Stacking Tray - 12 / CS",6123320,17850471,6123320,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"This Stacking Deep Plate from the Aurora Vesuvius collection is a round dish crafted from alumina vitrified ceramic for superior durability and moisture resistance. Measuring 3"" in diameter, it features a stunning Rose Quartz reactive glaze that adds a handcrafted, elegant touch to any presentation. Freezer, microwave, and dishwasher safe, this plate is ideal for serving condiments, amuse-bouches, or small appetizers in professional hospitality settings.",China,Rose,N/A,N/A,3 Inches,1.06 Inches,N/A,N/A,United Kingdom,5018461673911,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/tray-stacking-3-quot;diax3-4-quot;h-rose-quartz-6123320
"Steelite 17830471 Burnt Emerald 3"" Stacking Tray - 12 / CS",6123322,17830471,6123322,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"This Stacking Tray from the Aurora Vesuvius collection is a compact and stylish serving piece, ideal for presenting small bites, condiments, or amuse-bouches. Crafted from fully vitrified ceramic, it offers exceptional durability and resistance to moisture and thermal shock. Measuring 3"" in diameter with a low profile, it features a stunning Burnt Emerald reactive glaze that adds a handcrafted, artisanal touch to any tabletop setting. Perfect for upscale dining and hospitality environments.",China,Emerald,N/A,N/A,3 Inches,1.06 Inches,N/A,N/A,United Kingdom,5018461672143,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/tray-stacking-3-quot;diax3-4-quot;h-burnt-emerald-6123322
"Steelite 17840471 Amber 3"" Stacking Tray - 12 / CS",6123323,17840471,6123323,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,"This Stacking Deep Plate from the Aurora Vesuvius collection is a round dish crafted from Alumina Vitrified for superior durability and moisture resistance. Measuring 3"" in diameter,  it features a stunning Rose Quartz reactive glaze that adds a handcrafted, elegant touch to any presentation. Freezer, microwave, and dishwasher safe, this plate is ideal for serving condiments, amuse-bouches, or small appetizers in professional hospitality settings.",China,Amber,N/A,N/A,3 Inches,1 Inch,N/A,N/A,United Kingdom,5018461672327,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/tray-stacking-3-quot;diax3-4-quot;h-amber-6123323
"Steelite 12050641 Nyx Black 11-1/2"" Oval Tray - 6 / CS",6123450,12050641,6123450,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United Kingdom,5018461758571,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/tray-11-1-2-quot;-oval-performance-nyx-black-6123450
Steelite 664RCR319 Combo 12-1/2 ounce DOF Glass - 12 / CS,6123706,664RCR319,6123706,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Italy,8007815263387,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-dof-12-1-2-oz-rcr-crystal-combo-6123706
Diversified Ceramics DCI746MB Black 15 ounce Onion Soup Bowl - 12 / CS,6123825,DCI746MB,6123825,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,008449746862,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/bowl-onion-soup-15-oz-re-matte-black-6123825
Walco WLWI11SB Idol Bain Marie 11-1/2 quart Soup Chafer,6124157,WLWI11SB,6124157,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,076771411789,N/A,No,No,N/A,https://www.wasserstrom.com/restaurant-supplies-equipment/chafer-soup-11-1-2qt-bain-marie-idol-6124157
Nude P64172 Savage 8.75 ounce Water Glass - 24 / CS,6124247,P64172,6124247,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Turkey,8693357501805,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-water-875oz-pasabache-nude-savage-6124247
"Steelite KMK1006ES Espresso 12"" x 3""H Riser/Box",6124403,KMK1006ES,6124403,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461615096,N/A,No,No,N/A,https://www.wasserstrom.com/restaurant-supplies-equipment/riser-box-12-quot;x-3-quot;h-kenny-mack-espresso-6124403
Hall China HL2290AWHA White Shell 4-1/4 ounce Baking Dish - 24 / CS,6124825,HL2290AWHA,6124825,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,755442051621,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/dish-baking-4-1-4-oz-shell-white-24-cs-6124825
"Homer Laughlin HL464342 Fiesta Daffodil 7-1/4"" Plate - 12 / CS",6112007,HL456342,6112007,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United States,042648437626,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/plate-7-1-4-quot;dia-homer-fiesta-daffodil-6124894
"Homer Laughlin HL457342 Fiesta Daffodil 11-5/8"" Plate - 12 / CS",6112007,HL456342,6112007,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United States,042648439811,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/plate-11-5-8-quot;dia-homer-fiesta-daffodil-6124895
Steelite GWRAMST2CV Vintage Copper 2-1/2 ounce Ramekin - 24 / CS,6125023,GWRAMST2CV,6125023,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461727171,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/ramekin-2-1-2oz-2-3-8-quot;-gw-vintage-copper-6125023
Steelite OG10076631 Gembrook 11 ounce Mug - 24 / CS,6125246,OG10076631,6125246,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461740965,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/mug-11oz-5-quot;x35-quot;x23-quot;h-round-24-cs-6125246
Steelite GWSVC8CV S/S Round 12.75 ounce Serving Cup - 12 / CS,6125252,GWSVC8CV,6125252,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461727195,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/cup-serving-1275oz-round-s-s-12-cs-6125252
Steelite GWSJG5CV Vintage Copper 18/0 S/S 5 ounce Jug - 12 / CS,6125345,GWSJG5CV,6125345,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461727188,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/jug-5-oz-18-0-s-s-gw-london-vntge-copper-6125345
Steelite 7186TM516 Cali Blue Lagoon 9.5 ounce Melamine Dish - 12 / CS,6125442,7186TM516,6125442,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,This Steelite 9.5 ounce dish is part of the Cali Blue Lagoon Collection and is ideal for serving appetizers or small dishes. Its sleek design and robust construction ensure it is both practical and stylish and the durable melamine construction make it perfect for both indoor and outdoor use.,Melamine,Blue,Blue Lagoon,5 Inches,5 Inches,1.88 Inches,9.5 Ounces,N/A,China,5018461747070,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/dish-95-oz-melamine-cali-blue-lagoon-6125442
Steelite 7186TM521 Cali Blue Lagoon 14.5 x 7 in Melamine Tray - 6 / CS,6125444,7186TM521,6125444,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,"This large tray from Steelite is part of the Cali Blue Lagoon Collection, showcasing a beautiful blue hue. Crafted from durable melamine, this 14.5"" x 7"" tray is perfect for casual dining settings and is part of a versatile range that includes various serving vessels, bowls, and dishes. Its blue color and sturdy construction make it suitable for both indoor and outdoor use, adding a stylish and practical touch to any table.",Melamine,Blue,Blue Lagoon,14.5 Inches,7 Inches,1 Inch,N/A,N/A,China,5018461747094,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/tray-145-quot;x-7-quot;-rect-melamine-cali-blue-6125444
"Steelite 5392S057 Laguiole Black Dubost 9"" Steak Knife - 6 / CS",6125775,5392S057,6125775,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,France,3219330067011,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/knife-steak-9-quot;-13-0-dubost-laguiole-blk-6125775
"Steelite 7180TM514 Cali Redwood 4 x 4"" Square Dish - 12 / CS",6126353,7180TM514,6126353,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461677360,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/dish-square-4-apos;x4-quot;-cali-redwood-1dz-cs-6126353
"Steelite 5970SX194 Radford 18/10 6-7/8"" Snail Tong - 12 / CS",6126639,5970SX194,6126639,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"These Radford Snail Tongs are a 6-7/8-inch utensil designed for securely gripping and serving escargot. Constructed from 18/10 stainless steel, these tongs provide a firm yet delicate grip, ensuring ease of use in fine dining settings. Their sleek and ergonomic design enhances the presentation of gourmet dishes.",Stainless Steel,Silver,Radford,6.9 Inches,N/A,N/A,N/A,N/A,Vietnam,5055202609600,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/tong-snail-9-quot;-rw-radford-18-10-6126639
Steelite 6525DL009 Maritime 22.75 x 5.1 in Wood Serving Board - 6 / CS,6126658,6525DL009,6126658,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spain,5018461737958,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/board-serving-2275-quot;x51-quot;-maritime-wood-6126658
Steelite 6525DL011 Maritime 14.13 x 11 in. Wood Serving Board - 6 / CS,6126884,6525DL011,6126884,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spain,5018461737972,N/A,No,No,6,https://www.wasserstrom.com/restaurant-supplies-equipment/servingboard-14-1-8-quot;x11-quot;-maritime-wood-6126884
Pasabahce P440359 20.5 ounce Wine Glass - 24 / CS,6127092,P440359,6127092,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Turkey,N/A,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/glass-wine-9-3-8-quot;h-205oz-24-cs-6127092
"Steelite 6005SX001 Palm 18/10 S/S 6.5"" Teaspoon - Dozen",6127501,6005SX001,6127501,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202610521,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/teaspoon-65-quot;-18-10-rwelch-palm-6127501
Steelite 6005SX002 Palm 18/10 S/S 7.6 in. Oval Bowl Soup Spoon - Dozen,6127502,6005SX002,6127502,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202606159,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/spoon-soup-76-quot;-oval-bowl-rwelch-palm-6127502
"Steelite 6005SX005 Palm 18/10 S/S 4"" Coffee Spoon - Dozen",6127503,6005SX005,6127503,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202607804,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/spoon-coffee-4-quot;-18-10-rwelch-palm-6127503
"Steelite 6005SX021 Palm 18/10 S/S 8"" Dinner Fork - Dozen",6127504,6005SX021,6127504,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202606074,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/fork-dinner-18-10-rwelch-palm-6127504
"Steelite 6005SX042 Palm 18/10 S/S 9.5"" Dinner Knife - Dozen",6127506,6005SX042,6127506,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202606050,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/knife-dinner-95-quot;18-10-rwelch-palm-6127506
Steelite 82107AND0119 Burnished Gold 9 ounce Sugar Bowl - 12 / CS,6127529,82107AND0119,6127529,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5018461667699,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/bowl-sugar-9oz-edwards-burnished-gold-6127529
